-84.55,39.10,wearelph
-6.25,53.35,Dublin
-6.25,53.35,lovedublin
55.12,25.05,happybelly
-1.14,52.95,EdBallsDay
-1.14,52.95,trndnl
2.18,41.38,Barcelona
2.18,41.38,AirBNB
2.18,41.38,corruption
2.18,41.38,NoInnovation
2.18,41.38,DontVisitBCN
2.18,41.38,MWCapital
2.18,41.38,MWC15
-4.36,55.90,curtains
-4.36,55.90,17again
-1.46,53.38,trndnl
115.35,-8.58,graduation
-90.98,36.04,AState
-90.98,36.04,FinalsWeek2015
-90.98,36.04,LoveOurStudents
98.67,3.60,wine
-84.36,33.64,tbt
-84.36,33.64,team
-84.36,33.64,2sisters
-84.36,33.64,circa2006
-1.19,50.84,marshals
-1.19,50.84,drivesett
-1.19,50.84,bestbyfar
78.43,17.51,SchulzIndiaArmy
78.43,17.51,trndnl
-84.29,34.08,Alpharetta
-84.29,34.08,Marketing
-84.29,34.08,Job
-84.29,34.08,Jobs
-84.29,34.08,Hiring
-84.29,34.08,TweetMyJobs
73.85,18.53,Salute2IndianForces
73.85,18.53,trndnl
27.14,38.43,görmeklazım
27.14,38.43,trndnl
-89.90,35.08,KPOP
-79.61,43.58,1C
106.88,-6.12,JELEK_BOAM
-81.96,33.46,Healthcare
-81.96,33.46,Job
-81.96,33.46,Augusta
-69.95,18.45,latepost
-69.95,18.45,lastnight
-69.95,18.45,hbday
-69.95,18.45,goodcompany
-69.95,18.45,friendsnightout
-77.05,-12.10,Endomondo
-77.05,-12.10,endorphins
27.84,-25.48,Softly
27.84,-25.48,Bolaya
27.84,-25.48,SOULFUL
101.56,3.08,untukkeberapakalinya
101.56,3.08,takkenalsiapa
-80.84,35.15,createyourownluck
-80.84,35.15,who
-84.39,33.75,DOWNLOAD
-84.39,33.75,lListen
-84.39,33.75,eatingndastreets
-84.39,33.75,WishMeWell
-84.39,33.75,YFNBC
-84.39,33.75,YFN
-84.39,33.75,YFNLucci
32.60,0.35,takeovermix
-1.56,53.80,disney
-3.06,53.55,tbt
-73.89,40.86,SoloSobreviveLoReal
-73.89,40.86,TrapMusic
-82.46,27.95,TB
-82.46,27.95,TampaBay
-82.46,27.95,TB
-6.23,53.38,dublin
-6.23,53.38,beaumont
-73.99,40.74,TheodoreRoosevelt
-73.99,40.74,NYC
-0.11,51.53,rave
-113.49,53.55,trndnl
-75.37,39.91,MichelleAlexander
-75.37,39.91,Quakers
-93.61,41.60,DesMoines
-93.61,41.60,Nursing
-93.61,41.60,Job
-93.61,41.60,VeteranJob
-93.61,41.60,Jobs
-94.60,39.10,Healthcare
-94.60,39.10,Job
-94.60,39.10,KansasCity
-94.60,39.10,Jobs
-79.95,40.60,Stpete
-79.95,40.60,Florida
-79.95,40.60,totaltutor
-79.95,40.60,Indians
-79.95,40.60,mlb
-83.05,42.33,SWYD
-87.91,43.04,BucksPlayoffs
-87.91,43.04,Bulls
-87.91,43.04,Milwaukee
-96.33,30.63,CollegeStation
-96.33,30.63,Physician
